system:index,Forest Loss Total,year,.geo
0,9.899679310350461E7,2001.0,
1,1.4861299259131652E8,2002.0,
2,8.998353798974536E7,2003.0,
3,1.8578801582795674E8,2004.0,
4,1.327998048550949E8,2005.0,
5,1.4515715945765665E8,2006.0,
6,1.8968669257683703E8,2007.0,
7,1.9012791215593454E8,2008.0,
8,2.1391363187891147E8,2009.0,
9,2.515194382706624E8,2010.0,
10,1.5782766898245442E8,2011.0,
11,2.613724301648354E8,2012.0,
12,2.57250382351703E8,2013.0,
13,3.416769613309278E8,2014.0,
14,2.743504637682854E8,2015.0,
15,4.4935004468785363E8,2016.0,
16,3.632630767155475E8,2017.0,
17,4.003620001322277E8,2018.0,
