system:index,Forest Loss Total,year,.geo
0,2.728027723205703E8,2001.0,
1,2.826388835066456E8,2002.0,
2,1.961306834015812E8,2003.0,
3,6.342511142378591E8,2004.0,
4,3.838014193685291E8,2005.0,
5,4.754093687699489E8,2006.0,
6,4.380684278273061E8,2007.0,
7,7.995065427362483E8,2008.0,
8,6.2979903728318E8,2009.0,
9,1.3759772022670536E9,2010.0,
10,6.242450354397073E8,2011.0,
11,6.601862288944532E8,2012.0,
12,3.04548412221717E8,2013.0,
13,4.450957017024453E8,2014.0,
14,3.7512244634904665E8,2015.0,
15,6.005906825766637E8,2016.0,
16,6.528588245707483E8,2017.0,
17,6.836101693654015E8,2018.0,
