system:index,Forest Loss Total,year,.geo
0,5187905.38918816,2001.0,
1,1.043552534895259E7,2002.0,
2,8851235.047912598,2003.0,
3,4.451860210121089E7,2004.0,
4,1.0723073085990493E8,2005.0,
5,2.4292233585510015E7,2006.0,
6,1.0123824922603448E8,2007.0,
7,7.062056921214215E7,2008.0,
8,5.537936743318757E7,2009.0,
9,6.0857486819812246E7,2010.0,
10,8.890516652068062E7,2011.0,
11,4.772449318946246E7,2012.0,
12,1.9320168442359358E7,2013.0,
13,4.064396306061294E7,2014.0,
14,2.0816210814812396E7,2015.0,
15,1.0661733149823022E8,2016.0,
16,1.4650349615410087E8,2017.0,
17,2.690781385922808E8,2018.0,
