system:index,Forest Loss Total,year,.geo
0,5.9834782339387305E7,2001.0,
1,3.553166524612008E7,2002.0,
2,4.008537606668868E7,2003.0,
3,5.850053842534491E7,2004.0,
4,4.668263801181808E7,2005.0,
5,3.532625758829322E7,2006.0,
6,6.008802513129667E7,2007.0,
7,4.091276502051236E7,2008.0,
8,4.290094133685781E7,2009.0,
9,2.8739484011039466E7,2010.0,
10,2.9448600769364424E7,2011.0,
11,8.859646799779269E7,2012.0,
12,3.1298001043267462E7,2013.0,
13,5.982849838871281E7,2014.0,
14,6.672866817543969E7,2015.0,
15,6.528101736299187E7,2016.0,
16,6.394694949191727E7,2017.0,
17,8.904687680677587E7,2018.0,
