system:index,Forest Loss Total,year,.geo
0,3678447.684173584,2001.0,
1,1225475.2430114746,2002.0,
2,2583438.900695801,2003.0,
3,4513606.056640625,2004.0,
4,3.761764009369722E7,2005.0,
5,1.535799468927002E7,2006.0,
6,1.2400534204620361E7,2007.0,
7,2.1521335983395327E7,2008.0,
8,2.080065434456021E7,2009.0,
9,1.5410407657903815E7,2010.0,
10,1.1663720925933838E7,2011.0,
11,1.4485480090412214E7,2012.0,
12,6120181.442596436,2013.0,
13,1.8840041109832764E7,2014.0,
14,5938135.888647102,2015.0,
15,1.3322244264224064E7,2016.0,
16,1.2778270393818455E7,2017.0,
17,9806471.105987549,2018.0,
