system:index,Forest Loss Total,year,.geo
0,2.299053159471986E7,2001.0,
1,5074393.527832031,2002.0,
2,2531537.111022949,2003.0,
3,8709188.701211128,2004.0,
4,7862306.146148802,2005.0,
5,6769940.387157724,2006.0,
6,1.9144419645011634E7,2007.0,
7,1.5620698218545832E7,2008.0,
8,1.304985644329834E7,2009.0,
9,7385604.2082131775,2010.0,
10,1.078376500941904E7,2011.0,
11,1.8390606413099818E7,2012.0,
12,8490591.680664062,2013.0,
13,8371399.198791504,2014.0,
14,8426513.030334473,2015.0,
15,1.2741857131347656E7,2016.0,
16,1.6545421749021523E7,2017.0,
17,1.4124764862807808E7,2018.0,
