system:index,Forest Loss Total,year,.geo
0,3.967925366558838E7,2001.0,
1,5.625609477071725E7,2002.0,
2,4.828615138926284E7,2003.0,
3,1.1484011035895541E8,2004.0,
4,7.523646415494001E7,2005.0,
5,1.4105307087470198E8,2006.0,
6,1.4491372892295185E8,2007.0,
7,1.1407179611859731E8,2008.0,
8,1.6537764968130863E8,2009.0,
9,1.4389374328881598E8,2010.0,
10,1.1049291447612926E8,2011.0,
11,1.9193295898303223E8,2012.0,
12,2.177906809691502E8,2013.0,
13,2.6134710059552026E8,2014.0,
14,2.258439161174192E8,2015.0,
15,4.146899195174273E8,2016.0,
16,2.754893831634158E8,2017.0,
17,4.529921778777729E8,2018.0,
